,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
66577,87042699,6952407,1984,Japan,India,235315,16010,Social/ welfare services
65671,86564504,6804314,1984,France,India,20376182,32120,Industrial development
1070,3009605,,1984,United States,Brazil,38984142,32120,Industrial development
64932,86148541,6956463,1984,Japan,India,283554956,23020,Power generation/non-renewable sources
69077,88370264,6955621,1984,Japan,India,120010811,32120,Industrial development
1197,3010529,,1984,United States,Korea,5291759,32120,Industrial development
62984,85119702,6835946,1984,Germany,Colombia,152345423,21030,Rail transport
64121,85710070,6869136,1984,Norway,India,8816690,32120,Industrial development
1182,3010413,,1984,United States,Saudi Arabia,2124347,23020,Power generation/non-renewable sources
276,3003854,,1984,United States,Brazil,16121846,21050,Air transport
612,3008233,,1984,United States,Chile,23898266,32120,Industrial development
1063,3009590,,1984,United States,Brazil,37933756,32120,Industrial development
611,3008232,,1984,United States,Chile,170701902,32220,Mineral/Metal prospection and exploration
534,3007972,,1984,United States,Brazil,142251585,32220,Mineral/Metal prospection and exploration
65787,86639600,6956615,1984,Japan,India,19178198,23030,Power generation/renewable sources
68912,88281487,6956577,1984,Japan,India,235315316,32220,Mineral/Metal prospection and exploration
66074,86782895,6925413,1984,United States,Thailand,9483439,53030,Import support (capital goods)
70179,88950666,6889865,1984,United Kingdom,India,18606262,32120,Industrial development
68908,88277119,6910394,1984,Canada,Brazil,106760,32120,Industrial development
70133,88927094,6845586,1984,Italy,Colombia,30399251,23020,Power generation/non-renewable sources
70132,88926197,6846090,1984,Italy,India,56556745,32120,Industrial development
64335,85834526,6834707,1984,Germany,India,21531857,32120,Industrial development
451,3004531,,1984,United States,Thailand,30821177,32220,Mineral/Metal prospection and exploration
69904,88817908,6953001,1984,Japan,Colombia,588288,16010,Social/ welfare services
69519,88600133,6905609,1984,Canada,India,429017774,23030,Power generation/renewable sources
68621,88120519,6834664,1984,Germany,India,204552639,23020,Power generation/non-renewable sources
67543,87549740,6955659,1984,Japan,India,63888108,22020,Telecommunications
67535,87546464,6803341,1984,France,India,46309504,32120,Industrial development
64089,85690567,6912407,1984,Canada,Colombia,306441,32120,Industrial development
64660,86002945,6894955,1984,Canada,Brazil,15816323,22020,Telecommunications
64217,85766316,6956988,1984,Japan,Saudi Arabia,16883874,32120,Industrial development
69147,88403689,6889401,1984,United Kingdom,India,7070380,16010,Social/ welfare services
68421,88018530,6908115,1984,Canada,Colombia,429018,32120,Industrial development
62823,85040572,6834748,1984,Germany,India,21531857,32120,Industrial development
69149,88404157,6911582,1984,Canada,Chile,739413,32120,Industrial development
1252,3011106,,1984,United States,Korea,20484228,32120,Industrial development
64805,86081755,6955697,1984,Japan,Thailand,36356216,22020,Telecommunications
66972,87243808,6896319,1984,Canada,India,9885202,23030,Power generation/renewable sources
68229,87915792,6837067,1984,Germany,Korea,10765928,32120,Industrial development
535,3007973,,1984,United States,Brazil,66573742,32120,Industrial development
70864,89315084,6836406,1984,Germany,India,26914821,32120,Industrial development
68818,88225898,6955584,1984,Japan,India,176486487,32120,Industrial development
70798,89273782,6888945,1984,United Kingdom,India,10441834,32120,Industrial development
66356,86937020,6836150,1984,Germany,India,156105962,23020,Power generation/non-renewable sources
1039,3009521,,1984,United States,India,8535095,32120,Industrial development
70698,89218971,6921479,1984,United States,India,11380127,16010,Social/ welfare services
70697,89218893,6919005,1984,Canada,Thailand,172003,16010,Social/ welfare services
68294,87953956,6956501,1984,Japan,India,96420451,32120,Industrial development
62824,85040611,6836028,1984,Germany,India,64595570,53030,Import support (capital goods)
70393,89065288,6835578,1984,Germany,India,16148893,53030,Import support (capital goods)
1027,3009497,,1984,United States,Korea,10773869,32120,Industrial development
1240,3011058,,1984,United States,Chile,948344,32120,Industrial development
62285,84769435,6803107,1984,France,Korea,14930184,32120,Industrial development
66736,87132419,6834124,1984,Germany,Thailand,16794848,21030,Rail transport
835,3008898,,1984,United States,India,1870893,21030,Rail transport
836,3008899,,1984,United States,India,6069401,32220,Mineral/Metal prospection and exploration
66733,87130975,6899614,1984,Canada,Brazil,296556,32120,Industrial development
66754,87137265,6956539,1984,Japan,India,88655045,22020,Telecommunications
62218,84732689,6802874,1984,France,India,27785703,32120,Industrial development
64123,85710577,6898196,1984,Canada,Thailand,968750,32120,Industrial development
902,3009005,,1984,United States,Saudi Arabia,4206967,23020,Power generation/non-renewable sources
1010,3009400,,1984,United States,Chile,948344,32120,Industrial development
755,3008541,,1984,United States,Korea,3243336,32120,Industrial development
175,3003434,,1984,United States,Chile,21724283,23030,Power generation/renewable sources
754,3008540,,1984,United States,Korea,6973173,32120,Industrial development
752,3008538,,1984,United States,Korea,22820568,32120,Industrial development
674,3008410,,1984,United States,Thailand,47417195,32220,Mineral/Metal prospection and exploration
1022,3009479,,1984,United States,Brazil,804190,32120,Industrial development
751,3008537,,1984,United States,Korea,20714676,32120,Industrial development
673,3008409,,1984,United States,Thailand,19475380,32120,Industrial development
750,3008536,,1984,United States,Korea,1485107,32120,Industrial development
749,3008535,,1984,United States,Korea,18966878,32120,Industrial development
672,3008408,,1984,United States,Thailand,4787069,32120,Industrial development
671,3008407,,1984,United States,Thailand,5121057,32120,Industrial development
70285,89005870,7021549,1985,Germany,India,63226560,53030,Import support (capital goods)
478,3007670,,1985,United States,Colombia,3181184,32220,Mineral/Metal prospection and exploration
62809,85036750,10407516,1985,Germany,Poland,1011193324,60040,RESCHEDULING AND REFINANCING
479,3007671,,1985,United States,Colombia,36819257,32220,Mineral/Metal prospection and exploration
842,3008906,,1985,United States,India,4863640,32120,Industrial development
66513,87014756,7020537,1985,Germany,Korea,5585013,32120,Industrial development
1023,3009480,,1985,United States,Brazil,14727703,32120,Industrial development
66383,86948531,7138707,1985,Japan,India,110662350,32120,Industrial development
65964,86730308,7029197,1985,Italy,India,23413369,32120,Industrial development
133,3003351,,1985,United States,India,136415,32120,Industrial development
67660,87618891,7137804,1985,Japan,Thailand,47281945,32120,Industrial development
67951,87778422,7139829,1985,Japan,Brazil,21200577,32120,Industrial development
841,3008904,,1985,United States,India,835061,21030,Rail transport
62852,85050029,7092651,1985,Canada,Brazil,105258,32120,Industrial development
66978,87247279,7104935,1985,United States,Thailand,13807221,16010,Social/ welfare services
66977,87247240,7104902,1985,United States,Thailand,5522888,16010,Social/ welfare services
908,3009012,,1985,United States,Saudi Arabia,525227,32120,Industrial development
677,3008413,,1985,United States,Thailand,14580426,32120,Industrial development
65969,86731595,7090875,1985,Canada,Thailand,177981,32220,Mineral/Metal prospection and exploration
70119,88922287,7021506,1985,Germany,Thailand,7481810,21030,Rail transport
840,3008903,,1985,United States,India,2587234,32120,Industrial development
67544,87552080,7138593,1985,Japan,India,111605892,22020,Telecommunications
67413,87475632,6992365,1985,France,Brazil,37962760,23030,Power generation/renewable sources
64547,85942322,7139861,1985,Japan,Brazil,7222174,32120,Industrial development
213,3003569,,1985,United States,Colombia,312963681,32220,Mineral/Metal prospection and exploration
216,3003572,,1985,United States,Colombia,17715659,21050,Air transport
69154,88408798,7104968,1985,United States,India,7363851,16010,Social/ welfare services
757,3008543,,1985,United States,Korea,3181184,32120,Industrial development
69251,88464392,10407494,1985,Germany,Poland,3065839,60040,RESCHEDULING AND REFINANCING
758,3008544,,1985,United States,Korea,5799033,22020,Telecommunications
759,3008545,,1985,United States,Korea,25278813,32120,Industrial development
388,3004359,,1985,United States,Korea,65814421,32120,Industrial development
760,3008546,,1985,United States,Korea,12491154,32120,Industrial development
761,3008547,,1985,United States,Korea,7941656,32120,Industrial development
64252,85790418,7036049,1985,Netherlands,Thailand,496833,32120,Industrial development
66417,86968188,7138858,1985,Japan,Korea,47759541,32120,Industrial development
62579,84912532,6993684,1985,France,India,72058942,23020,Power generation/non-renewable sources
773,3008594,,1985,United States,Korea,1325493,21030,Rail transport
774,3008595,,1985,United States,Korea,1472770,32120,Industrial development
775,3008596,,1985,United States,Korea,2319613,32120,Industrial development
69766,88739084,7034297,1985,Netherlands,India,92196,23030,Power generation/renewable sources
68648,88134153,7139765,1985,Japan,Saudi Arabia,19453276,32120,Industrial development
838,3008901,,1985,United States,India,1656867,23020,Power generation/non-renewable sources
839,3008902,,1985,United States,India,24853,32220,Mineral/Metal prospection and exploration
63606,85440014,7093076,1985,Canada,Colombia,3827549,32220,Mineral/Metal prospection and exploration
69994,88865415,7022009,1985,Germany,India,26344400,32120,Industrial development
67232,87382615,7029551,1985,Italy,India,140768793,32120,Industrial development
63803,85544422,7036111,1985,Netherlands,India,261221,32120,Industrial development
762,3008548,,1985,United States,Korea,12630993,32120,Industrial development
65308,86349495,7104870,1985,United States,Thailand,368193,16010,Social/ welfare services
70586,89164075,7057146,1985,Sweden,India,263377,32120,Industrial development
618,3008240,,1985,United States,Chile,184096283,32120,Industrial development
1156,3010252,,1985,United States,Chile,18913132,32120,Industrial development
280,3003898,,1985,United States,Brazil,98740041,21030,Rail transport
62148,84685877,7137917,1985,Japan,Thailand,37357280,32120,Industrial development
1159,3010280,,1985,United States,Colombia,184096283,32220,Mineral/Metal prospection and exploration
63296,85280450,7021463,1985,Germany,Thailand,11802291,21030,Rail transport
177,3003436,,1985,United States,Chile,27179055,32220,Mineral/Metal prospection and exploration
62124,84674332,7137843,1985,Japan,Thailand,15096674,22020,Telecommunications
66792,87162849,7137956,1985,Japan,Thailand,34037409,32120,Industrial development
279,3003857,,1985,United States,Brazil,15648184,23030,Power generation/renewable sources
62149,84685994,7141255,1985,Japan,Korea,1327948,32120,Industrial development
176,3003435,,1985,United States,Chile,2761444,32120,Industrial development
281,3003899,,1985,United States,Brazil,13245396,22020,Telecommunications
68083,87842630,6992092,1985,France,Thailand,14411788,21030,Rail transport
68089,87845321,7045656,1985,Norway,India,27345049,22020,Telecommunications
278,3003856,,1985,United States,Brazil,109224325,23020,Power generation/non-renewable sources
62145,84684785,7096993,1985,United States,Thailand,14727703,53030,Import support (capital goods)
68094,87848285,7076471,1985,Canada,Brazil,3827549,22020,Telecommunications
1028,3009498,,1985,United States,Korea,2071083,22020,Telecommunications
62294,84772205,7031633,1985,Netherlands,Thailand,460979,32120,Industrial development
63191,85230818,7132695,1985,Japan,Thailand,11695263,32120,Industrial development
65310,86352849,7271181,1986,Canada,India,140958696,32220,Mineral/Metal prospection and exploration
62054,84632943,7337176,1986,Japan,Brazil,5493751,32120,Industrial development
